id,nome,data_nascita,nazionalita
719,Ashley Robbins,1967-06-12,54
720,Carla Robinson,1971-04-13,57
721,Mrs. Leah Brown,1948-01-11,102
722,Brandon Gallagher,1993-09-21,98
723,Gregory Carter,1981-07-21,20
724,Luis Wong,1969-06-30,0
725,Paul Lopez,1956-11-06,99
726,Robert Gray,1934-05-18,77
727,Aaron Holmes,1973-07-26,49
728,Jacob Leon,1963-02-18,34
729,Dylan Schmidt,1962-03-17,7
730,Kimberly Delgado,1955-10-28,68
731,Andrew Ford,1985-07-13,15
732,Jeffrey Lang,1998-08-14,2
733,Cynthia Hernandez,1976-09-13,29
734,Timothy Young,1980-10-03,103
735,Mark Kramer,1961-04-26,5
736,Robert Rivera,1941-10-07,63
737,Lisa Santos,1971-04-25,73
738,Christopher Mccoy,1943-05-29,50
739,Robert Boyle,1984-11-25,0
740,Holly Wheeler,1938-12-25,17
741,Ashley Cabrera,1996-10-10,92
742,John Rollins,2002-10-06,80
743,Angela York,1978-04-24,56
744,Henry Reed,1994-08-23,74
745,Sherry Wyatt,1978-12-22,33
746,Kenneth Evans,1977-05-17,18
747,Gabriel Jones,1989-04-15,18
748,Lori Anthony,1946-05-31,85
749,Meredith Howard,1965-01-09,41
750,Julie Campbell,1951-03-25,1
751,Richard Bailey,1961-04-09,40
752,Caitlyn Phillips,1986-03-01,70
753,Kristen Jenkins,1970-07-19,29
754,Dr. Mary Walls,1936-11-19,29
755,Gregory Compton,1978-12-03,22
756,Jeanette Ortiz,1967-12-11,92
757,Michelle Hines,1989-07-20,75
758,Richard Rogers,1981-03-01,54
759,Andrew Cruz,1978-07-26,76
760,Kristin Owens,1956-10-01,98
761,Dr. Robert Robinson Jr.,1952-01-04,68
762,Connie Suarez,1957-11-03,40
763,Carrie Todd,1956-04-27,26
764,Kelsey Beck,1971-09-06,46
765,Jacqueline Gardner,1945-05-20,46
766,April Bass,1951-12-02,103
767,Gregory Rodriguez,1954-11-21,67
768,Dana Pena,1946-05-28,12
769,Dr. Patricia Miller MD,1995-03-26,34
770,Christopher Haley,1981-08-08,32
771,Tamara Jackson DVM,1936-11-16,0
772,Ashley Levy,2004-06-07,45
773,Adam Bowers,1939-03-27,98
774,Sarah Reyes,1953-03-23,12
775,Nicole Johnson,1947-10-28,76
776,David Bryant,1998-08-28,35
777,William Kelley,1937-05-21,51
778,Daniel Johnson,1968-04-13,34
779,Charles Curry,1992-10-18,8
780,Stephanie Campbell,1993-03-31,103
781,Ronald Gonzalez,1965-11-05,41
782,Laura Stanton,1965-04-15,2
783,John Howard,1959-02-11,90
784,Debbie Castro,1980-10-26,28
785,Elizabeth Collins,2004-08-24,41
786,Amanda Dawson,1993-10-02,48
787,Wendy Johnston,1945-11-30,35
788,Ralph Mcmahon,1968-03-01,39
789,Frances Phillips,1955-05-24,49
790,Tiffany Wheeler,1996-06-22,62
791,Clayton Curtis,1976-05-04,21
792,Alec Robbins,1977-07-30,45
793,Tanner Shields,1942-01-09,22
794,Danny Mcdaniel,1989-07-15,43
795,Melissa Walker,1990-05-26,4
796,Tyler Daniels,1991-12-29,91
797,Richard Lane,1983-10-07,53
798,Thomas Gordon,1971-05-27,34
799,Jason Arias,1954-05-15,93
800,Patrick Bryant,1973-06-21,100
801,Francisco Holden,1950-05-07,99
802,Linda Martinez,1974-11-14,30
803,Pamela Brown,1957-01-01,9
804,Lori Cummings,1946-04-28,61
805,Amanda Rodriguez,1973-03-14,64
806,Terry Gomez,1970-05-31,79
807,Jose Craig,1932-07-31,52
808,Larry Hill,1952-01-26,3
809,Laura Schultz MD,1938-09-21,81
810,Kayla Leonard,1952-11-17,45
811,Mr. David Cook,1944-11-11,7
812,William Waller,1989-04-17,75
813,Jamie Williams,1935-05-21,84
814,Karen Randolph,1991-10-08,90
815,Daniel Clark,1938-11-16,5
816,Maurice Morrison,1957-02-09,82
817,John Harris,1944-09-16,93
818,Emily Baker,1997-03-18,47
819,Amber Walsh,1936-02-09,97
820,David Williams,1959-06-24,19
821,Megan Walters,1989-01-10,17
822,Leonard Bowman,1965-05-05,44
823,Brandy Garza,1997-10-20,63
824,Jennifer Richardson,1954-09-23,13
825,Hayden Briggs,1971-11-22,64
826,Bobby Rodriguez,1973-02-28,84
827,Debbie Richardson,1977-11-04,58
828,David Williams,1953-11-03,61
829,Molly Morales,1973-04-28,43
830,Brittany Holmes,1991-02-13,60
831,Mr. David Lewis,1975-10-18,25
832,Patrick Mcmahon,2002-04-15,12
833,Cynthia Serrano,1945-03-06,37
834,Jaclyn Garcia,1993-11-04,40
835,Lisa Hoffman,2002-05-17,75
836,Jodi Boyer,1973-03-03,80
837,Heather Davis,1968-12-27,58
838,Austin Ramos,1951-10-05,67
839,Ana Sanders,1954-05-02,99
840,Richard Merritt,1993-08-02,24
841,Christopher Brown,1979-01-09,77
842,Karla Lee,1989-07-17,56
843,Danielle Charles MD,1944-11-14,55
844,Lee Burns,1952-10-22,11
845,Christopher Hernandez,1992-03-22,15
846,Timothy Rivas,1938-12-25,1
847,Monica Keller,1983-02-15,15
848,James Foster,1958-04-12,90
849,Bryan Jones,2003-02-06,63
850,Janice Baker,1990-12-13,73
851,Antonio Davis,1967-03-18,19
852,Claudia Turner,1962-12-11,95
853,Anthony Richardson,1936-12-20,91
854,Cynthia Evans,1951-07-26,83
855,Laura Gentry,1978-04-04,18
856,Charles Mcgee,1944-07-29,85
857,Robert Black,1955-07-15,50
858,Raymond Conway,1986-08-25,17
859,Hector Brown,1939-05-19,97
860,Lori Campbell,1976-03-13,63
861,Scott Acosta,1962-11-25,103
862,Alexis Martin,1934-02-04,34
863,William Pierce,1953-05-13,63
864,Krista Flynn,1960-07-15,0
865,Bonnie Estrada,1988-05-20,28
866,Tracy Smith,1962-03-23,34
867,Eric Johnson,1973-06-27,61
868,Logan Adams,1976-11-15,79
869,Richard Jackson,1963-04-14,94
870,Diana Day,1965-01-03,86
871,Jeffrey Williams,1988-06-05,62
872,Joseph Savage,1968-09-29,44
873,Steven Lee,1939-05-05,0
874,Sarah Blevins,1940-01-16,42
875,Timothy Meyer,2001-04-07,28
876,Peter Nichols,1969-04-08,4
877,William Cruz,1963-07-02,30
878,Kenneth Jones,1950-02-22,91
879,Nicholas Duncan,1966-01-19,5
880,Christopher Weaver,1966-05-24,92
881,Shelley Johnson,1979-06-28,23
882,George Caldwell,1953-04-18,10
883,Donna Cross,1938-03-12,82
884,Michael Andrews,1990-12-23,15
885,Michael Johnson,1978-10-18,64
886,Kevin Rubio,1982-04-28,54
887,Lisa Hunt,1946-10-17,3
888,Marissa Schaefer,1932-11-19,89
889,James Morgan,1973-10-17,96
890,Kelsey Walters,1960-08-03,47
891,Zachary Smith,1935-04-23,86
892,Mary Singleton,1944-11-18,5
893,Alexandra Walker,1968-05-10,67
894,Omar Collins,1950-04-04,94
895,Kara Hayes,1957-04-11,85
896,Michelle Hamilton,2002-11-25,6
897,Laura Owen,1991-09-11,68
898,Eric Ortega,1959-11-14,77
899,David Zuniga,1939-03-06,33
900,Donald Vaughn,1999-04-26,88
901,Stacy Wilson,1979-08-14,63
902,Jonathan Munoz,1945-05-28,26
903,Brittney Rose,1982-07-11,26
904,Michael Fox,1950-03-19,76
905,Taylor Miller,1978-11-24,88
906,Joseph Cameron,1943-05-04,10
907,Matthew Jenkins,1975-11-03,9
908,Steven Hill,1980-10-01,84
909,Heather Rodriguez,1934-10-12,57
910,Dawn Sosa,1945-10-11,44
911,Cynthia Clayton,1964-03-28,56
912,Katelyn Nash,1942-05-24,3
913,George Smith,1998-01-18,5
914,Donald Carter,1973-10-26,77
915,Haley Hernandez,1985-07-27,53
916,David Ramirez,1948-04-14,14
917,Riley Farley,2001-10-02,3
918,Roger Lee,1980-07-14,36
919,Sara Cardenas,1933-02-04,91
920,Kimberly Thompson,1943-10-18,36
921,Alejandro Huffman,1976-12-31,9
922,Joseph Baker,1980-01-26,84
923,Michael Stephens,1998-01-13,90
924,Miranda Jones,1962-02-28,46
925,Kaitlin Bush,1967-01-05,26
926,Lisa Gordon,2002-01-22,92
927,Susan Nelson,1980-12-07,92
928,Shelby Medina,2001-04-21,81
929,Edwin Clark,1962-04-15,85
930,Richard Olsen,1976-02-01,68
931,Christine Chan,1956-02-14,12
932,Calvin Wood,1980-11-11,33
933,Natasha Garcia,1996-05-01,83
934,Ricky Carroll,1970-05-07,22
935,Joe Craig,1984-05-01,50
936,Brandy Blevins,1955-11-20,45
937,Scott Evans,1994-05-18,62
938,Jennifer Garcia,1934-11-27,10
939,John Greene,1933-04-24,47
940,Tina Heath,1985-12-26,83
941,Mary Mccarthy,1968-12-28,40
942,Dennis Robertson,1998-07-07,19
943,Joshua Davis,1991-07-07,87
944,Jeffrey Carter,1942-05-25,14
945,Mary Moore,1941-05-19,45
946,Sara Clayton,1953-03-14,3
947,Samuel Miller,1976-03-08,24
948,Dakota Russell,1991-08-09,81
949,Emma Copeland,1939-07-16,21
950,Karen Evans,1967-03-13,2
951,Victoria Rivera,1939-12-12,0
952,John Burnett,1942-06-29,39
953,Gregory Vargas,2001-11-11,10
954,Michael King,1953-04-23,12
955,Christina Morris,1992-10-05,84
956,Nicholas Braun,2002-10-10,27
957,Thomas Alvarado,1935-03-26,77
958,Stephen Faulkner,1976-07-08,69
959,Alyssa Morris,2000-12-23,80
960,Kelly Jarvis,1970-08-09,63
961,Charles Bryant,1955-08-08,72
962,Deanna Benton,1977-08-19,0
963,Jeremiah Morgan,1937-08-03,3
964,Joseph Miller,1939-08-05,42
965,Jeffrey Grant,1933-03-31,66
966,Lisa Taylor,1986-02-08,54
967,Janet Vaughn,1989-11-27,24
968,Sabrina Gregory,1997-12-19,19
969,William Wilkerson,1941-10-24,84
970,Teresa Sanchez,1953-08-02,64
971,Lori Rodgers,1998-05-23,47
972,Benjamin Powell,1938-07-23,47
973,Annette Barber,1953-08-10,82
974,Julia Jones MD,1964-06-01,84
975,Peggy Wyatt,1948-07-29,8
976,Melissa Clark,1946-03-13,76
977,Sherry Lewis,1993-08-07,70
978,Nancy Carter,1938-12-09,74
979,Krystal Howard,1983-07-24,5
980,Veronica Miller,1969-03-01,25
981,Dr. Nicholas Armstrong,1951-06-14,63
982,Autumn Williams,1985-06-30,41
983,Alan Rodriguez,1976-02-13,84
984,Ariana Roman,1936-06-29,44
985,Mr. Jacob Ruiz,1993-02-22,61
986,Donna Campos,1948-11-03,101
987,Donald Cummings,1942-08-20,57
988,Laura Murray,1936-02-24,32
989,Michael Walker,1968-03-14,72
990,Sarah Thomas,1981-10-09,8
991,Matthew Barr,1940-07-30,44
992,James Keller,1978-01-18,53
993,Kaitlin Vargas,1967-01-09,35
994,Robert Beck,1987-07-04,67
995,Michael Nichols,1954-09-02,99
996,Anthony Fowler,1958-03-11,85
997,Edward Huffman,1973-02-21,60
998,Jack Allen,1937-09-01,92
999,John Adams Jr.,1997-02-12,97
1000,Sara Gardner,2001-05-16,36
1001,Kim Esparza,1980-04-29,68
1002,Gary Maxwell,1972-11-09,11
1003,James Miller,1970-08-25,40
1004,Lisa Haley,1937-11-04,19
1005,Marc Alvarado,1992-11-01,74
1006,Marissa Leonard,1957-05-08,7
1007,Roger Gomez MD,1974-09-16,7
1008,Jonathan Walters,1968-02-23,92
1009,Sarah Salinas,1976-11-29,71
1010,David Robles,1949-02-02,82
1011,Brian Williams,1995-01-13,34
1012,Valerie Butler,1959-10-30,69
1013,Nicole Kelly,1953-03-10,25
1014,Elizabeth Gay,2002-11-16,39
1015,Michael Hall,1989-05-11,39
1016,Allison Saunders,1989-06-17,23
1017,Mary Lutz,1967-07-24,11
1018,William Newton,1959-03-22,39
1019,Catherine Gill,1973-08-01,94
1020,Sean Adams,1934-06-10,38
1021,Jonathan Smith,1939-12-07,75
1022,Aimee Miller,1954-11-13,101
1023,Sarah Cole,1986-11-01,44
1024,John Perez,1980-08-26,42
1025,Emily Glover,1972-02-04,37
1026,Wanda Torres,1979-06-14,30
1027,Devon Rosales,1980-02-19,57
1028,Tonya Reyes,1985-01-17,58
1029,Mark James,1955-11-01,71
1030,Matthew Wilson,2002-12-22,96
1031,Brett Chavez,1981-07-21,68
1032,Justin Johnson,1962-11-01,57
1033,Jessica Alexander,1996-10-01,65
1034,Kimberly Curtis,1937-04-11,63
1035,Eric Smith,1997-01-31,94
1036,Melissa Tucker,1941-09-10,65
1037,Christopher Nichols,1974-10-24,44
1038,Steven Duran,1998-06-09,79
1039,Brenda Evans,2000-07-06,100
1040,Emily Davis,1995-09-18,1
1041,Carolyn Stephens,1939-07-01,89
1042,Kathleen Carter,1938-09-11,2
1043,Sara Doyle MD,1978-01-24,45
1044,Andre Simpson,1956-09-11,68
1045,Anthony Walker,1962-08-09,34
1046,Kimberly Smith,1949-03-31,82
1047,Adrian Williams,1988-01-16,69
1048,Natasha Gonzalez,1997-01-22,71
1049,Michael Wheeler,1936-04-03,62
1050,Chelsea Allen,1985-09-28,95
1051,James Pacheco,1982-12-04,67
1052,Matthew Hudson,1951-01-29,20
1053,Dean Prince,2000-01-02,98
1054,Susan Cisneros,1988-01-21,9
1055,Tammy Williams,1947-10-04,102
1056,James Mueller,1993-11-13,58
1057,Dan Fisher,1966-02-21,94
1058,James Vega,1942-09-22,78
1059,Sara Norman,1959-06-28,87
1060,Christopher Frank,1997-05-08,33
1061,David Bennett,2004-08-23,46
1062,Anthony Rogers,1963-04-01,74
1063,Madison Green,1977-05-17,41
1064,James Mendez,1967-07-23,53
1065,Natalie Curry,1994-04-04,14
1066,Dr. Kevin Kelly,2002-12-03,4
1067,Kenneth Miller,1946-08-23,101
1068,Daisy Browning,1966-05-07,9
1069,Shawn Newman,1959-05-04,50
1070,Paul Lucero,1956-01-01,7
1071,Elizabeth Morgan,2004-07-23,9
1072,Jennifer Thomas,1969-05-18,44
1073,Brandi Soto,1962-04-28,92
1074,Benjamin Valencia,1943-10-20,10
1075,Curtis Campbell,2000-06-25,59
1076,Ricky Drake,1956-07-11,51
1077,Tammy Weber,1994-04-29,40
1078,Jeanette Martinez,1977-08-21,56
1079,Faith Coleman,1968-06-23,70
1080,Richard Berg,1948-03-25,99
1081,Jennifer Jenkins,1999-11-13,20
1082,Marvin Burns,1942-10-31,103
1083,Dawn Morris,1946-01-15,33
1084,Kevin Randolph,1960-07-14,27
1085,Jeanne Miller,1984-08-19,28
1086,Keith Bennett,1980-01-22,56
1087,Alejandra Dominguez,1948-02-07,45
1088,Jason Williams,1933-07-28,72
1089,Scott Stanton,1972-05-11,27
1090,Erica Hines,1995-02-23,38
1091,William Cooper,1933-01-19,33
1092,Amanda Medina,1978-07-08,23
1093,Donald Phillips,1949-05-11,73
1094,Lisa Oconnor,1948-02-02,89
1095,Kelly Green,1994-09-15,12
1096,Amber Hicks,2003-02-03,31
1097,Eric Mayo,1982-11-01,17
1098,Matthew Rodriguez,1934-08-01,73
1099,Phillip Armstrong,1979-07-18,15
1100,Matthew Moore,1982-01-14,30
1101,Angela Hickman,1937-10-13,82
1102,Melanie Davis,1960-09-21,93
1103,Brandy Smith,1985-04-11,0
1104,Mark Donovan,1969-01-30,29
1105,Bobby Zimmerman,1998-06-24,2
1106,Marissa Davis,1933-10-30,56
1107,Amanda Jones,1972-07-23,19
1108,Savannah Jones,1980-03-29,56
1109,Scott Brown,1937-04-18,89
1110,Erica Baker,1959-10-19,53
1111,Stacy Wallace,1993-08-26,36
1112,Erin Thompson,2003-03-06,11
1113,Robert Lane,1944-06-14,93
1114,Sheri Kent,1942-05-31,45
1115,Jack Garcia,1975-07-29,35
1116,Rodney Schmidt,1956-10-21,47
1117,Amber Young,1974-01-04,92
1118,Alice Powell,1977-03-14,55
1119,Mrs. Jessica Wilkinson,1953-02-06,94
1120,Rebecca Blanchard,1978-08-15,34
1121,Steven Case,1993-04-02,98
1122,Taylor Arnold,1956-11-26,42
1123,Eric Terry,1999-12-28,28
1124,Sherry Thomas,1949-10-13,64
1125,Carol Cross,1963-11-18,30
1126,Fred Castro,2002-07-04,10
1127,Christopher West,1939-11-15,57
1128,Brian Martin,1939-07-16,9
1129,Curtis Johnson,1964-04-01,63
1130,Chelsea Freeman,1987-09-03,82
1131,Brian Rogers,1959-06-22,14
1132,Sarah Torres,1997-06-28,87
1133,Roberto Gonzalez,1944-02-28,91
1134,Daniel Juarez,1947-07-01,98
1135,Louis Buchanan,1940-04-12,1
1136,Thomas Bush,1968-01-03,49
1137,Angela Stewart,1952-05-06,73
1138,Kenneth Wilson,1957-03-23,54
1139,Amanda Harrison,1949-01-13,48
1140,Brittany Gardner,1987-10-16,31
1141,Scott Conner,1933-12-14,15
1142,Angela Shaffer,1942-07-29,88
1143,Robert Williams,1942-04-10,4
1144,Thomas Carpenter,1998-07-26,27
1145,Jose Ray,1984-08-31,3
1146,Jeffrey Clark,1964-12-07,60
1147,Mr. Greg Bishop,1993-04-15,103
1148,Ryan Mueller,1935-03-08,30
1149,Nicholas Pierce,1936-02-23,30
1150,Miss Victoria Woods MD,1999-01-20,48
1151,Austin Morales,1937-04-06,101
1152,William Robbins,1954-11-28,86
1153,Joseph Howell,1951-10-02,86
1154,Barry Espinoza,1955-05-20,96
1155,James Fox,1993-09-11,51
1156,Laura Luna,2000-10-27,99
1157,Michael Vazquez,1956-04-24,81
1158,Kimberly Turner,1982-12-16,88
1159,Patrick Hutchinson,1953-06-18,14
1160,Allison Adams,1992-04-29,79
1161,Marc Harrison,1957-02-23,88
1162,Michael Jones,1957-07-30,34
1163,Joseph Allen,1966-11-22,7
1164,Michael Newton,1998-03-30,98
1165,Kayla Martin,1998-11-08,49
1166,Randall Jackson,1934-12-18,99
1167,Sharon Gallegos,1945-10-05,31
1168,Dawn Jacobson,1939-02-10,44
1169,Paul Shelton,1976-06-16,80
1170,Wesley Mendez,1990-01-12,33
1171,Joseph Watts,1939-03-28,41
1172,Spencer Hamilton,1938-01-24,85
1173,Andrew Woods,1955-06-17,103
1174,Jacob Massey,1969-02-07,19
1175,Rodney Skinner,1978-01-29,91
1176,Dr. Erin Woods,1966-11-27,2
1177,Shane Gonzales MD,1949-04-30,99
1178,Dawn Hogan,1939-05-20,32
1179,Yvette Simpson,1991-08-11,27
1180,David Morris,1958-03-21,97
1181,Victoria Mason,1937-07-23,89
1182,Erin Campbell,1988-05-13,85
1183,Shawn Delgado,1967-11-21,83
1184,Meghan Jones,1978-07-05,69
1185,Michael Benson,1978-08-09,60
1186,Brenda Wright,1992-06-07,28
1187,Heather Johnson,1967-06-23,72
1188,Tracey Tate,1962-11-28,42
1189,Jeanne Brown,1976-12-12,28
1190,Crystal Johnson,1986-03-01,5
1191,Mandy Smith,1979-11-07,10
1192,Theresa Lopez DVM,1978-09-19,45
1193,Joshua Mitchell,1985-01-21,67
1194,Mary Flowers,1996-12-13,20
1195,Dawn Willis,1961-02-26,12
1196,Stacy Smith,1971-11-11,38
1197,Lori Garcia,1937-04-26,86
1198,Christine Brown,2000-09-30,25
1199,Robert Acosta,1997-04-09,57
1200,Amanda Mendez,2000-12-14,47
1201,Dustin Moore,1981-02-23,49
1202,David Jones,1932-08-11,1
1203,Cynthia Crawford,1988-12-10,49
1204,James Anderson,1996-08-22,54
1205,Kelly Dixon,1991-07-19,42
1206,Ann Martin,1966-12-26,90
1207,Lori Moses,2002-10-29,76
1208,Robert Harris,1960-04-01,59
1209,Ariel Mendez,1944-11-05,42
1210,Tara Scott,1945-05-21,79
1211,Holly Morris,2000-02-12,28
1212,Matthew Cox,1943-01-30,6
1213,Rachel Miller,1979-01-25,69
1214,Eddie Williams,1972-11-02,10
1215,Allen Mccarty,1975-08-20,2
1216,Meagan Anderson MD,1954-02-28,100
1217,Joanne Willis,1998-09-07,83
1218,Crystal Fox,1957-02-19,47
1219,Nicole Johnston,1974-03-14,80
1220,Dr. Jessica Frost,1998-06-10,51
1221,Steven Marshall,1956-06-01,38
1222,Angela Huang,1990-10-11,69
1223,Gina Thomas,1946-02-22,57
1224,Alexandra Peterson,1978-03-24,103
1225,Melissa Cox,1958-05-04,78
1226,Heather Butler,1965-02-17,37
1227,Philip Wright,1979-03-07,62
1228,Christopher Fuller,1987-08-23,43
1229,Lisa Jimenez,1997-10-19,75
1230,Gregory Miller,1978-10-22,6
1231,Crystal Lawrence,1937-07-03,86
1232,Miranda Hayes,1978-11-04,20
1233,Robert Bowen,2000-09-05,19
1234,Lance Cole,1938-07-17,83
1235,Leslie Nelson,1933-01-07,32
1236,Kathleen Brooks,1934-11-01,20
1237,Mary Williams,1944-08-30,12
1238,Yesenia Lindsey,1984-08-28,41
1239,Grant Harris,1976-12-24,84
1240,Karen Henderson,1967-11-19,7
1241,David Jones,1976-03-30,52
1242,Erica Hoover,1998-03-10,42
1243,James Compton,1988-02-12,92
1244,Jennifer Richardson,1997-10-20,83
1245,Timothy Simmons,1959-07-21,51
1246,Rebecca Bishop,1967-04-24,34
1247,Katherine Hill,1932-09-17,18
1248,Brian Taylor,1939-10-12,5
1249,Brandon Armstrong,1958-03-07,37
1250,Jeremy Mcneil,1958-08-08,94
1251,Cindy Dixon,1980-10-02,62
1252,Kenneth Thompson,1960-02-10,12
1253,Jason Chen,1952-11-13,66
1254,Christopher Price,1997-09-08,94
1255,Samantha Murillo,1944-08-29,18
1256,Ronnie Bruce,1983-12-06,43
1257,Nicole Guerra,1982-06-23,45
1258,John Oliver,1963-07-12,0
1259,Jacob Harding,1951-08-29,102
1260,Ian Stevenson,1981-10-13,49
1261,Taylor Freeman,1937-03-28,73
1262,Jorge Paul,1998-10-11,99
1263,Monica Cooper,1952-04-27,96
1264,Christopher Armstrong,1953-06-01,35
1265,David Ford,1962-01-11,23
1266,Erin James,2001-12-22,76
1267,Lisa Mooney,1995-02-21,70
1268,Courtney Lang,1936-12-22,50
1269,Jill Stout,2000-10-26,28
1270,Lisa Vargas,1943-06-16,34
1271,Jimmy Wang,1954-09-02,22
1272,Felicia Morgan,1951-08-08,92
1273,Antonio Lin,1958-02-07,68
1274,Randall Ware,1983-11-23,21
1275,Kevin Perry,1982-10-15,4
1276,Michael Smith,1988-08-31,13
1277,Angela Meyer,1988-12-19,64
1278,Karen Brown,1963-11-05,71
1279,Beth Gonzalez,1956-04-03,26
1280,Robyn Swanson,1993-07-04,35
1281,Robert Lewis,2001-04-03,83
1282,Miranda Smith DVM,1943-06-26,63
1283,April Beasley,2004-02-16,63
1284,Elizabeth Frederick,1960-09-13,33
1285,Ruth Hernandez,1986-01-25,89
1286,Sandra Sims,1987-10-08,88
1287,Susan Dixon,1956-06-11,18
1288,Regina Chavez,1943-10-29,102
1289,Dawn Espinoza,1933-06-06,17
1290,Sandra Hernandez,1980-10-10,55
1291,Brian Oconnell,1942-02-27,91
1292,Derek Parrish,1995-06-29,12
1293,Sara Moore,1991-12-31,57
1294,Yvonne Gross,1937-06-19,3
1295,Megan Wilson,1941-05-20,45
1296,David Owens,2000-04-14,91
1297,Brian Parker,1938-06-23,12
1298,Brenda Ortiz,1976-09-28,61
1299,Mary Mata,1996-08-29,85
1300,Dennis Oliver,1957-03-04,9
1301,Jessica Rodriguez,1998-05-04,19
1302,Sherry Allen,1999-11-17,56
1303,Kristi Calhoun,1984-04-28,94
1304,Michael Lewis,1994-03-23,7
1305,Kathleen Walker,1976-03-27,43
1306,Carrie Smith,1994-02-13,53
1307,Sharon Maldonado,1936-10-29,72
1308,Daniel Hughes,1951-02-28,89
1309,Danielle Hall,1941-06-29,21
1310,Lori Escobar,1981-08-04,93
1311,Michael Jones,1964-08-15,73
1312,Elizabeth Oconnor,1988-06-20,53
1313,Michael Reed,2004-04-04,79
1314,Heather Green,1995-12-20,45
1315,Kyle Campbell,2004-03-03,59
1316,Tanner Bailey,1974-04-07,25
1317,Krista Arias,1994-09-20,24
1318,Alexis Dennis,2000-03-18,59
1319,Maria West,1961-12-25,68
1320,Micheal Cline,1997-11-26,4
1321,Gina Charles,1984-02-22,1
1322,Brandi Perry,1997-06-27,38
1323,Daniel Ellis,1939-10-04,38
1324,Kendra Simmons,1988-10-03,60
1325,Jason Duke,1944-10-04,79
1326,Ellen Baker,1943-01-03,19
1327,Walter Ryan,1986-02-25,74
1328,Mrs. Lisa Tate DDS,1991-11-29,39
1329,Joseph Davis,1970-01-02,56
1330,Gregory Moreno,1932-01-05,26
1331,Tiffany Wallace,1975-08-28,37
1332,Christopher Clarke,1945-12-07,84
1333,Evan Anderson,1972-06-08,38
1334,Jonathan Jimenez,1993-06-19,79
1335,Angela Rogers,1935-08-17,17
1336,Glenn Little,1987-10-15,68
1337,Timothy Martin,1963-05-04,31
1338,James Mclaughlin,1996-02-15,17
1339,Johnathan Mitchell,1962-04-08,24
1340,Claire Mercer,1980-06-23,74
1341,Susan Harper,1932-09-07,94
1342,Michelle Brown,1934-02-18,54
1343,Kristen Porter,1983-08-03,61
1344,Krista Harris,1950-01-12,35
1345,Joshua Delgado,1996-10-29,77
1346,Margaret Ramirez,1934-09-08,97
1347,Thomas Nicholson,1949-08-11,26
1348,Frances Kelley,1944-07-08,77
1349,Dana Compton,1974-03-04,29
1350,Kelly Medina,1980-07-22,50
1351,Robert Perry,1942-12-10,90
1352,Nicholas Calderon,1939-07-28,84
1353,Dustin Lewis,1987-10-15,99
1354,Jeremy Williams,1978-10-26,50
1355,Douglas Mays,1988-04-09,0
1356,Cameron Russo,2001-07-09,80
1357,Stephanie Whitney,1987-03-28,62
1358,Stephanie Anderson,2001-04-13,45
1359,Nicole Brown,1997-06-09,103
1360,Brian Charles,1980-05-08,93
1361,Leah Smith,1980-06-14,18
1362,Isaiah Hunt,1948-06-13,2
1363,Shelia Cunningham,1939-09-25,70
1364,Larry Brooks,1989-06-28,23
1365,Sara Mcdonald,1936-01-20,87
1366,Tammy Thompson,1993-06-15,71
1367,Michelle Davis,1932-08-27,39
1368,Richard Rodriguez,1934-04-23,46
1369,Rachel Martin,1960-03-22,29
1370,Brittany Garza,1950-05-09,84
1371,Jordan Garcia,2002-10-01,83
1372,Clinton Jimenez,1962-10-15,32
1373,Adriana Barajas,1995-05-02,25
1374,David Christensen,1951-10-05,35
1375,Margaret Perkins,1996-01-22,62
1376,Catherine Gomez,2004-02-19,79
1377,Richard Ford,1986-06-07,86
1378,Steven Lopez,1969-01-01,22
1379,Andre Rodriguez,1996-01-18,27
1380,Jessica Kim,2000-06-03,93
1381,Kathleen Fritz,1998-10-11,35
1382,Sean Ashley,1933-09-01,54
1383,David Williams,1974-04-19,26
1384,Bryan Liu,1937-05-07,85
1385,Katherine Garcia,1987-08-28,65
1386,Robert Green,1993-04-20,69
1387,Shannon Gallagher,1958-09-24,31
1388,Amy Long,1983-07-10,96
1389,Beth Coffey,1987-12-09,37
1390,Stephanie Harrell,1947-10-01,97
1391,Caleb Saunders,1949-02-16,3
1392,Meagan Weaver,1938-09-25,99
1393,Elizabeth Williams,1942-05-05,81
1394,Carla Wyatt,1933-06-01,77
1395,Melanie Smith,2001-11-09,85
1396,Melissa Davis,1982-08-06,15
1397,Rachel Wiley,1956-05-17,76
1398,Renee Davis,1945-04-23,102
1399,Nicholas Holloway,1992-05-03,34
1400,Sandra Carroll,1975-07-04,31
1401,Amanda Roberson,1972-04-03,48
1402,Courtney Burns,1981-02-05,33
1403,Michael Holmes,1953-05-29,4
1404,Felicia Wheeler,1967-05-10,14
1405,Kevin Delgado,1979-03-23,3
1406,Donald Flores,2001-04-21,5
1407,Deanna Olson,1999-04-18,21
1408,Amanda Horton,1981-12-06,72
1409,Steven Wolfe,1996-07-01,4
1410,Gerald Peterson,1956-12-22,73
1411,Cassandra West,1996-03-11,84
1412,Karen Perez,2004-05-14,23
1413,Lori Gibson,1969-12-14,20
1414,James Cervantes,1949-08-23,96
1415,Joseph Davis,1935-12-10,6
1416,Abigail Cook,1977-06-05,94
1417,Darrell Miles IV,1999-07-17,0
