id,nome,data_nascita,nazionalita
1639,Zachary Jones,1951-05-01,70
1640,Elizabeth Parsons,1944-04-05,67
1641,Angela Perez,1948-09-12,59
1642,Jeffrey Arnold,1941-02-09,68
1643,Frederick Burnett,1956-11-24,12
1644,Aaron Willis Jr.,1979-01-08,15
1645,Vicki Sparks,1972-06-29,21
1646,Dr. Pamela Bailey DVM,1992-10-03,68
1647,Timothy Smith,1973-10-01,70
1648,Gina Chase,1981-07-12,42
1649,John Schwartz,1987-02-04,91
1650,Jessica Lloyd,2001-10-24,12
1651,Hannah Nixon,1979-08-07,46
1652,Ashley Kennedy,1983-02-11,6
1653,Ashley Andrade,1967-09-24,26
1654,Amy Torres,1976-06-15,16
1655,Christopher Brooks,1945-09-05,66
1656,Melissa Lloyd,1982-08-06,54
1657,Peggy Rivera,1974-10-04,49
1658,Justin Black,1978-11-25,14
1659,David Wilson,1978-10-19,16
1660,Tiffany Dawson,1992-12-13,34
1661,Robert Schultz,1972-12-24,11
1662,Robert Moore,1974-09-22,71
1663,Mrs. Patricia Clark,1932-11-12,94
1664,Michelle Hanson,1958-08-05,40
1665,Craig Brennan,1936-04-25,36
1666,Cynthia Bowen,1980-05-07,55
1667,Mario Baker,1959-03-13,24
1668,Brandon Burke,1976-01-08,85
1669,Francisco Wilson,1997-12-13,40
1670,Dave Matthews,1959-05-09,56
1671,Andrea Le,1997-03-12,97
1672,Miss Renee Brown,1978-02-20,21
1673,Tyler Lee,1955-11-30,48
1674,Samantha Harrison,1979-09-16,33
1675,Stacey Riley,1949-07-07,0
1676,Brian Pugh,1966-01-24,11
1677,Annette Salazar,1973-06-06,31
1678,David Carter,1991-03-01,82
1679,David Robles,1986-02-10,54
1680,Dean Everett,1940-10-12,45
1681,Amber Hahn,1968-05-10,44
1682,Ashley Wilson,1987-12-12,68
1683,Barbara Davis,1994-03-27,53
1684,Jacqueline Mcbride,2000-09-16,43
1685,Terri Sexton,1996-11-15,90
1686,Matthew Francis,1965-03-30,76
1687,Hunter Maldonado,1970-01-18,15
1688,Stacey Lamb,1965-11-19,8
1689,Deborah Mccarthy,1946-12-16,66
1690,Gabrielle Dean,1946-06-09,92
1691,Lance Reynolds,1969-07-29,78
1692,Angela Jones,1975-02-07,32
1693,Michael Crawford,2002-12-01,58
1694,Dawn Holden,2001-02-09,3
1695,Tim Hardin,1994-04-25,0
1696,Andrea Jackson,1971-08-28,18
1697,Terry Nguyen,1964-03-13,72
1698,Mr. Andrew Horton,1941-12-24,29
1699,Alex Stewart,1990-01-30,10
1700,Michael Morris,1952-03-10,20
1701,Alvin Savage,1980-01-30,8
1702,Allen Bates,1961-08-13,103
1703,John Turner,1989-01-07,14
1704,Jason Smith,1978-03-16,47
1705,David Chapman,1977-02-03,47
1706,Ronald Jordan,1940-01-28,42
1707,Kim Grimes,1947-08-06,29
1708,Jonathan Moran,1978-12-29,96
1709,Christopher Weaver,1972-01-07,35
1710,Katherine Lopez,1956-09-26,68
1711,Margaret Brown,1971-04-01,82
1712,Jonathan Burns,1953-07-14,91
1713,John Nicholson,1998-11-25,10
1714,Thomas Freeman,1957-04-23,63
1715,Kendra Lane,1982-03-29,72
1716,Timothy Austin,1996-04-07,16
1717,Deborah Roberts,1972-10-12,59
1718,Amy Phillips,1968-06-29,3
1719,Thomas Barajas,1949-09-13,30
1720,Cody Boyd,1963-11-27,45
1721,Dillon Garza,1971-12-13,30
1722,Brett Martin,2002-10-30,85
1723,Heidi Cook,1956-06-30,36
1724,Brett Patterson,1988-08-11,4
1725,Lindsay Thomas,1985-03-28,44
1726,Craig Williams,1992-07-22,5
1727,Scott Mclean,1942-10-22,86
1728,Kelly Donaldson,1995-06-20,25
1729,Jenna Nixon,1943-03-04,81
1730,April Jones,1961-03-07,74
1731,Ryan Wright,1941-07-16,98
1732,Gloria Knight,1960-01-16,41
1733,Dustin Schmitt,1933-02-09,102
1734,Katie Farmer,1941-02-04,33
1735,Donna Frost,1958-01-25,58
1736,Michelle Young,1962-06-08,14
1737,Shannon Sanford,1966-06-14,79
1738,Ronnie Price,1948-07-31,31
1739,Kristen Hutchinson,1956-12-19,62
1740,Wayne Villa,1998-09-14,30
1741,Robert Rivera,1945-01-01,64
1742,Mary Watson,1960-05-13,32
1743,Eric Stafford,1991-06-24,55
1744,Andrea Russell,1997-02-17,4
1745,Natasha Harrison MD,1945-11-03,89
1746,Brandon Powell,1961-12-16,54
1747,Denise Perry MD,1950-07-25,68
1748,Janet Cabrera,1962-06-12,50
1749,Kara Washington,2000-06-08,11
1750,Gregory Cox,1995-11-18,36
1751,David Mcintyre,1937-02-25,53
1752,Michael Davis,1987-12-16,49
1753,Amy Wilcox,1961-01-28,96
1754,Sarah Bond,2001-02-13,86
1755,Shawn Lambert,1966-04-28,20
1756,Brenda Gomez,1950-03-11,36
1757,Jonathan Romero,1944-03-25,94
1758,James Howard,1945-05-03,30
1759,Samantha Owens,1953-05-11,80
1760,Jennifer Delgado,1960-04-09,39
1761,Nicholas Garcia,1942-08-03,69
1762,David Ellis,1950-12-12,25
1763,Alexander Stein,1983-09-01,52
1764,Johnny Spencer,1994-08-20,25
1765,Michael Allen,1956-10-20,43
1766,Henry Bell,1945-03-23,50
1767,Eric Smith,1984-07-24,52
1768,Michael Chan,1995-05-28,59
1769,Michele Anderson,1951-06-16,49
1770,Thomas Lozano,1957-10-26,6
1771,Andrew Kennedy,1969-11-03,17
1772,Crystal Duffy,1976-03-04,13
1773,Ebony Malone,1957-04-18,103
1774,Brenda Owens,1981-11-07,43
1775,Billy Guerrero,1956-08-20,71
1776,Samantha Singh,1941-03-24,27
1777,Andrew Roberts,1944-09-05,49
1778,Lindsay Smith,1980-07-05,38
1779,Angela Allen,1945-04-08,1
1780,Nichole Gonzalez,1968-07-08,6
1781,Theresa Wolfe,1976-12-12,55
1782,Craig Williams DVM,1984-06-25,96
1783,Samuel Monroe,1996-04-12,2
1784,Matthew Davila Jr.,2003-09-19,80
1785,Theresa Hernandez,1983-11-08,43
1786,Tammy Benjamin,1962-01-25,100
1787,Troy Stephens,1994-03-17,15
1788,Matthew Hess,1967-11-12,43
1789,Christopher Davila,1962-06-02,81
1790,Amanda Cruz,1978-08-23,52
1791,Robert Guzman,1937-11-13,50
1792,Alexis Snow,1949-10-31,91
1793,Lori Hansen,1953-11-01,20
1794,Andrew Diaz,1964-02-21,58
1795,Ronald Gamble,1977-12-20,45
1796,Angel Munoz,1989-07-29,41
1797,Charles Sanchez,1939-01-10,52
1798,Pamela Hall,1994-11-01,46
1799,Melissa Hernandez,1946-11-22,101
1800,Christine Phillips,1954-02-10,35
1801,Linda Lloyd,1933-11-09,86
1802,Michael Pierce,1970-06-23,75
1803,Rodney Holmes,1947-01-18,84
1804,Shane Little,1957-01-08,29
1805,Eric Bartlett,1950-02-15,56
1806,Benjamin Johnson,1951-07-28,1
1807,Zachary Ramirez,1961-07-24,13
1808,Melissa Harris,1970-07-19,28
1809,Matthew Webb,1954-01-26,71
1810,Sarah Gonzalez,1964-03-17,71
1811,Ryan Serrano,1993-02-17,80
1812,Susan Perez,1954-06-22,15
1813,Victoria Shaw,1987-08-07,26
1814,Patricia Martinez,1993-11-08,23
1815,Tyler Hickman,1947-12-24,28
1816,Tiffany Smith,1982-07-14,79
1817,Derrick Mcdaniel,1938-02-22,7
1818,Larry Taylor,1953-10-13,75
1819,James Phelps,1983-02-01,77
1820,Ryan Walker,1961-07-03,36
1821,Trevor Sparks,1932-08-12,31
1822,Linda Collins,1991-04-20,50
1823,Brenda Dougherty,1939-08-14,72
1824,Anthony Anderson,1948-11-01,71
1825,David Clark,1965-10-19,5
1826,Gina Thomas,1937-11-27,82
1827,Keith Holt,1997-12-05,17
1828,Erica Miller,1993-06-25,67
1829,Stephanie Wilkerson,1990-04-26,95
1830,David Farmer,1994-10-22,100
1831,Janet Randolph,1946-06-18,85
1832,Victor Woodward,1970-03-21,23
1833,Michael Sanchez,1976-11-07,25
1834,Penny Moore,1937-09-17,90
1835,Erica Mcdonald,1961-01-20,88
1836,Tracy King,1971-04-08,13
1837,Tyler Combs,1957-09-11,30
1838,Rebekah Webb,1951-07-31,94
1839,Hunter Kirby,2003-06-22,70
1840,Tracy Walker,1982-05-26,0
1841,Ryan Mcmillan,1986-06-05,55
1842,Douglas Baxter,1952-07-12,24
1843,Aaron Glover,1974-09-29,62
1844,Kevin Whitney,2002-06-09,56
1845,Brent Hill,1984-09-08,85
1846,Cynthia Green,1972-07-21,19
1847,Diana Maynard,1987-06-24,69
1848,Daniel Wilson,1963-05-06,50
1849,Eric Carson,1933-09-23,21
1850,Janet Wilson,1984-06-05,99
1851,Raymond Brown,2004-08-23,39
1852,Stephanie Sanchez,1970-04-28,90
1853,Donald Mitchell,1977-08-17,54
1854,Tina Thomas,1978-10-21,67
1855,Tina Gutierrez,1946-06-05,47
1856,Kevin Mendoza,1991-05-20,46
1857,Shaun Peterson,1974-03-14,5
1858,Ms. Amy Chapman,1997-03-22,96
1859,Shawn Cox,1997-06-01,98
1860,Steven Cox,1980-11-07,8
1861,Patricia Wheeler,1952-03-01,40
1862,Carlos Howard,1985-05-15,20
1863,Miguel Cobb,1972-01-04,13
1864,Lori Price,1966-11-03,43
1865,Catherine Taylor,1996-06-16,76
1866,Robert Casey,1947-08-04,68
1867,Barry Bush,1946-07-28,95
1868,Brian Johnson,1968-09-20,88
1869,Dawn Robinson,1936-07-21,60
1870,Autumn Holmes,1933-04-01,70
1871,Felicia Morgan,1941-04-09,51
1872,Tracy Adams,2002-01-09,69
1873,Joshua Rogers,2000-03-03,62
1874,Regina Cooper,1962-02-22,49
1875,Wendy Moore,1972-07-09,42
1876,Evan Miller,1952-05-24,21
1877,Shane Marks,1980-09-03,97
1878,Valerie Scott,1962-06-29,26
1879,Heather Diaz,1978-08-07,9
1880,Sean Ortega,1962-04-13,21
1881,Leah Simon,1985-09-21,29
1882,Jordan Rivera,1984-08-30,59
1883,Patricia Davies,1990-05-15,12
1884,Todd Williams,1983-12-28,71
1885,Robert Reyes DDS,1938-08-28,8
1886,Shane Weeks,1979-03-31,48
1887,Casey Hall,1945-10-23,15
1888,Mark Edwards,1950-01-26,53
1889,Sarah Yoder,2004-07-14,34
1890,Jennifer Walker,1998-07-08,11
1891,Dominique Smith,1971-08-05,79
1892,David Pope,1945-02-27,86
1893,William Chan,1947-09-16,89
1894,Manuel Johnson,1970-12-06,99
1895,Stacy Smith,1993-08-26,77
1896,Kristine Hudson,1978-04-13,65
1897,Sydney Owens,1988-02-26,32
1898,Travis Salazar,1951-05-15,61
1899,George Silva,1960-08-06,99
1900,Hunter Morrison,1938-07-28,5
1901,Danielle Webster,1960-09-29,101
1902,Christina Thomas,1982-12-31,87
1903,Catherine Brown,1997-11-05,9
1904,Patrick Lopez,1986-02-04,54
1905,Sarah Brown,1957-11-28,82
1906,Brooke Combs,1996-03-17,4
1907,Rachel Davis,1977-03-24,51
1908,Linda Perez,1998-10-08,42
1909,Matthew Trevino,1990-06-17,11
1910,Tammy Dunn,1991-08-07,58
1911,Margaret Stein,1966-05-14,88
1912,Anthony Avila,1963-08-30,59
1913,Justin Walker,1996-06-19,24
1914,Sarah Hall,1971-11-16,102
1915,Laura Ramirez,1992-09-08,98
1916,Melissa Young,1932-12-11,97
1917,Jessica Alexander,1936-12-03,62
1918,Rodney Thompson,1982-12-03,86
1919,Jeremy Cruz,1938-02-10,71
1920,Bailey Monroe,1943-06-03,82
1921,Robin Burch DVM,1996-12-22,1
1922,Kenneth Gillespie,1954-05-31,89
1923,Nathaniel Kelly,1950-01-12,17
1924,Bryan Jackson,1948-10-20,21
1925,Sarah Thomas,1993-06-16,65
1926,Sarah Moreno,1957-10-30,56
1927,Meghan Smith,1936-06-20,4
1928,Robert Dean,1995-02-25,12
1929,Julie Ayers,2003-05-04,29
1930,Kathy Greer,1998-04-28,87
1931,Jordan Conner,1933-04-13,103
1932,Amanda Williams,1966-04-16,39
1933,Kevin Davis,1975-03-25,46
1934,Tonya Sloan,1990-11-07,1
1935,Olivia Hernandez,1991-06-03,74
1936,Joanne Ingram,1960-09-10,51
1937,Deanna Williams,1967-07-23,37
1938,Devin Harris,1961-06-22,33
1939,Ryan Hicks,1959-02-12,72
1940,Melissa Watts,1972-01-03,78
1941,Gabriela Cunningham,1984-03-10,6
1942,Megan Hayes,1948-06-18,11
1943,Jonathan Harrington,1933-01-27,51
1944,Angela Stevens,1978-04-25,31
1945,Courtney Anderson,1951-04-18,37
1946,Ryan Patterson,1965-06-23,5
1947,Eric Mason,1964-12-02,20
1948,Alexandra Acosta,1984-11-05,69
1949,Melissa Clark,1951-03-14,72
1950,Brenda Thomas,1983-02-20,56
1951,Jeremy Myers,1995-11-22,17
1952,David Nelson MD,1962-10-16,5
1953,Catherine Fox,1978-01-20,96
1954,Jonathan White,2001-06-25,48
1955,Karina Rasmussen,1968-12-13,94
1956,Amanda Farley,1957-06-10,4
1957,James Walker,1969-10-23,42
1958,Jeanette Wood,1977-08-28,13
1959,Christopher Taylor,2003-11-07,88
1960,George Malone,1991-10-24,34
1961,Christina Knight,1982-05-26,97
1962,Erica Smith,1965-03-01,99
1963,Christopher Fernandez DDS,1966-12-16,49
1964,Daniel Jacobs,1961-07-15,21
1965,Deanna Cunningham,1957-09-17,10
1966,Adam Holden,1981-11-17,9
1967,Emily Garcia,1993-08-31,62
1968,Brittany Rivera,1964-06-24,66
1969,Richard Odonnell,1997-10-03,45
1970,Henry Hernandez,2002-02-26,94
1971,Brenda Levine,1990-03-25,41
1972,Sherry Mejia,1939-02-16,94
1973,Jasmine Gill,1967-07-11,14
1974,Tyler Lopez,1981-02-02,44
1975,Erica Turner,1991-07-08,12
1976,Anthony Wood,1985-11-22,76
1977,Matthew Swanson,1971-09-18,58
1978,Kirsten Barton,2003-07-30,99
1979,Danielle Gonzalez,1973-04-23,11
1980,Christopher Martin,1996-09-19,4
1981,Jennifer Ramirez,1970-04-20,36
1982,Austin Lewis,1979-08-15,12
1983,Michelle Murphy,1952-09-01,40
1984,David Taylor,1987-12-20,70
1985,Mark Cruz,1959-08-15,35
1986,Leslie White,1950-06-11,21
1987,Kerry Brown,1960-12-08,42
1988,Jessica Dudley,1938-09-26,80
1989,Amanda Tyler,1970-03-30,2
1990,Amber Curry,1994-03-27,72
1991,Michael Richardson,1999-03-27,44
1992,Melissa Lopez,1989-12-25,87
1993,Luke Brown,1986-02-06,32
1994,Stephen Jennings,1960-12-08,81
1995,Mitchell Walker,1991-09-24,16
1996,Stephanie Wheeler,1956-07-22,98
1997,Miss Rachael Robinson,1953-07-10,38
1998,Jennifer Dean,1966-07-11,61
1999,Charles Gomez,1982-12-10,98
2000,John Nixon,1962-12-18,22
2001,Laurie Norton,1998-05-17,68
2002,Jacqueline Ferguson,1991-10-24,30
2003,Jessica Garcia,1971-02-09,2
2004,Ashlee Mckenzie,1940-04-04,56
2005,Gary Hunt,1935-08-10,97
2006,Joshua Booth,1993-08-25,84
2007,Patricia Christensen,1968-09-25,103
2008,Ronald White,1974-01-26,69
2009,Jennifer Martin,1972-02-20,42
2010,Kristy Morris,1990-04-18,8
2011,Bob Simmons,1983-06-26,62
2012,Larry Hurst,1973-07-27,19
2013,Kevin Golden,1995-03-05,21
2014,Carolyn Espinoza,1991-09-11,44
2015,Cassandra Martin,1943-02-12,32
2016,Matthew Wood,2001-06-18,62
2017,Luis Conway,1985-05-08,61
2018,Gary Chang,1942-09-27,69
2019,Paula Brooks,1998-04-26,98
2020,Suzanne Aguirre,1975-04-27,30
2021,John Hunt,1987-08-07,15
2022,Kimberly Gonzalez,1973-01-27,29
2023,William Smith,1959-06-23,51
2024,Mark Maynard,1964-03-05,3
2025,Marcus Allen,1962-04-26,21
2026,Whitney Blair,1991-04-30,88
2027,Phillip Callahan,1994-06-28,93
2028,Sandra Stout,1980-12-04,46
2029,Lisa Dunn,1933-09-13,45
2030,David Whitehead,1976-05-25,60
2031,David Mcknight,1946-10-28,72
2032,Jeffrey Turner,1933-07-22,32
2033,Timothy Carpenter,1976-09-02,17
2034,Ryan Valencia MD,1996-02-13,12
2035,Brandi Davidson,1961-01-08,27
2036,Kerri Edwards,1956-05-28,80
2037,Jessica Lopez,1941-03-23,71
2038,Nathan Johnson,1948-06-18,37
2039,Jeffrey Williams,1996-07-11,1
2040,Stanley Bryant,1957-03-14,53
2041,Joseph Brown,1975-05-01,2
2042,Katherine Williams,1957-12-23,95
2043,Jennifer Hancock,1974-05-29,58
2044,Alicia Cortez,1932-11-15,62
2045,Kevin Walls,1990-05-07,27
2046,Rebecca Valenzuela,1992-03-04,77
2047,Troy Schroeder,1973-04-03,79
2048,Michael Nelson,1945-09-18,39
2049,Sarah Young,1957-07-12,32
2050,Crystal Houston,1981-08-03,40
2051,Alexandria Lee,1946-02-08,73
2052,Diane Jackson,1956-08-26,22
2053,Christian Wilson,1943-09-28,98
2054,Jordan Shields,1963-02-22,36
2055,Jason Townsend,1976-02-01,39
2056,Gerald Graham,1999-11-19,4
2057,Sheila Thompson,1956-11-04,51
2058,Alicia Diaz,1943-12-14,93
2059,Jessica Noble MD,1934-10-08,65
2060,Jeremy Smith,1968-03-21,77
2061,Thomas Bryan,1976-04-06,95
2062,Timothy Shelton,1970-06-16,19
2063,Aaron Rivers,1969-07-01,26
2064,Brianna Roberts,1981-06-05,41
2065,Samantha Fisher,1955-12-19,10
2066,Katherine Olsen,1999-06-16,69
2067,Lisa Morton,1973-02-20,80
2068,Lisa Salazar,1948-02-12,32
2069,Frank Rocha,1990-11-07,4
2070,Manuel Moore,1988-11-08,97
2071,Lisa Carney,1953-12-05,89
2072,Wayne Moran,1947-03-29,16
2073,Donald Smith,1988-05-11,50
2074,Alicia Patel,1985-09-09,18
2075,Katrina Johnson,1942-08-19,49
2076,Debra Velazquez,1997-08-26,88
2077,Victor Cox,1964-04-18,75
2078,Andrea Reynolds,1979-07-12,42
2079,Courtney Howe,2002-10-28,87
2080,Robin Clark,1984-03-06,9
2081,Kevin Hanna,1959-09-21,66
2082,Laura Hampton,1985-02-17,84
2083,Tyler Thompson,1952-08-21,78
2084,Mr. James Collins,1955-11-03,32
2085,Megan Cruz,1953-07-29,73
2086,Michael Shaw,1973-08-30,85
2087,Mary Palmer,1984-08-27,52
2088,Patricia Gray,1969-06-08,23
2089,Laura Wright,1978-08-10,50
2090,Elizabeth Rivera,1994-05-08,81
2091,Debra Cruz,1973-07-14,95
2092,Paul Smith,1946-05-04,0
2093,Heather Bryan,1944-01-14,51
2094,Harry Smith,1941-07-03,18
2095,Ryan Rogers,1947-07-25,8
2096,Zachary Hernandez,1964-08-22,40
2097,Christopher Casey,1961-02-18,35
2098,Henry Wallace,1972-03-12,68
2099,Jamie White,1954-08-18,44
2100,Matthew Wilkins,1999-01-04,7
2101,Rebecca Cobb,1967-11-28,103
2102,Ryan Salas,1992-07-27,25
2103,James Browning,1947-01-27,17
2104,Christopher Thomas,1988-04-07,36
2105,Kathryn Hernandez,1984-09-08,23
2106,Mitchell Payne,1932-07-29,77
2107,Sabrina Smith,1984-07-25,84
2108,Paul Hill,1982-04-04,3
2109,Terry Brooks,1959-09-25,21
2110,Michael Lynch,1938-03-16,5
2111,Shawn Phillips,1999-05-18,51
2112,Zachary Greer,1975-03-01,74
2113,Katie Hardy,1970-09-28,38
2114,Stephanie Ray,1958-05-13,89
2115,Beth Richards,1985-01-03,23
2116,Aaron Lee,2000-06-14,45
2117,Amy Donaldson,1952-08-30,81
2118,Todd Sullivan,1973-07-31,59
2119,Jesse Watson,1996-04-14,36
2120,Laurie Farley,1941-11-08,63
2121,Jeffrey Rubio,1962-04-24,29
2122,Troy Allen,1972-09-21,28
2123,Thomas Bender,1997-08-11,88
2124,Sarah Turner,1937-06-21,5
2125,Sean Brown,1969-03-03,80
2126,Amanda Ruiz,1988-11-22,49
2127,Gregory Underwood,1966-05-03,75
2128,Robert Williams,1970-07-04,77
2129,Nancy Christian,1966-07-02,24
2130,Peter Myers,1977-10-05,48
2131,Ronald Moses,1986-05-05,67
2132,Mr. Michael Powell,1982-04-10,56
2133,Monica Watson,1950-05-21,67
2134,Tammy Hamilton,1940-06-13,42
2135,Mitchell Campbell,1994-02-17,19
2136,James Graves DVM,1987-11-09,68
2137,Mariah Hall,1935-07-01,58
2138,Matthew Jones,1945-12-09,58
2139,Patty Bullock,1946-03-25,20
2140,Denise Erickson,1974-06-22,62
2141,Kelly Ortiz,1985-11-10,18
2142,Michael Harrington,1970-06-12,16
2143,Andrew Hoffman,1978-07-08,6
2144,Amy Armstrong,1976-10-05,22
2145,John Cooke,1954-06-27,23
2146,Jason Paul,1963-08-10,87
2147,Michael Miller,1951-12-30,43
2148,Mary Smith,1969-10-01,95
2149,Mathew Randall,1977-12-23,95
2150,Martin Hernandez,2001-04-02,11
2151,Raymond Thomas,2003-11-27,45
2152,David Wilson,1972-11-11,42
2153,Melissa Sutton,1985-07-28,22
2154,Christopher Schmidt,1975-03-16,3
2155,Dr. Mark Hendrix,2003-02-07,25
2156,Andrea Miller,1962-10-19,39
2157,Melissa Robles,1968-10-12,19
2158,Gail Mccann,1939-03-04,21
2159,Melanie Huerta,1954-04-09,79
2160,Tara Hicks,1948-02-13,84
2161,Sarah Shelton,1942-12-09,31
2162,Mr. Samuel Daniels,1939-01-27,92
2163,William Kramer,1950-07-28,20
2164,Vicki Wilkerson,1989-02-22,75
2165,Robert Roberts,1986-04-16,5
2166,Joseph Jackson,2002-05-20,96
2167,Daniel Meza,1964-04-12,95
2168,Kimberly Drake,1995-09-07,6
2169,Jessica Williams,1945-05-30,28
2170,Caitlin Butler,1968-02-06,10
2171,Emma Norman,1982-11-09,34
2172,Richard Macias,1957-08-31,62
2173,Troy White,1972-10-18,65
2174,Kimberly Moore,2003-01-26,73
2175,Cheryl Mercer,1952-08-20,100
2176,Michael Smith DDS,1975-03-28,20
2177,Annette Johnson,1999-01-05,7
2178,Amanda Sanchez,1985-10-17,48
2179,Rebecca Stokes,1998-03-04,58
2180,Regina Cisneros,1986-06-23,34
2181,Tiffany Boone,1988-10-03,54
2182,Elizabeth Ward,1973-01-25,37
2183,Raven Marshall,1970-01-04,48
2184,Kendra Avila,1945-12-28,67
2185,John Ingram,1985-07-16,59
2186,Kristen Johnson,1965-10-06,75
2187,Kelly Walker,1999-07-06,90
2188,Ronald Jones,1965-07-15,102
2189,Morgan Ingram,1956-08-23,103
2190,Darlene Morrison,1972-10-16,84
2191,Austin Barnes,2004-04-07,17
2192,John Smith,1986-03-07,21
2193,Katherine Richards,2002-03-22,23
2194,Melissa Stein,1941-05-18,89
2195,Collin Singh,1934-02-10,94
2196,Catherine Gonzalez MD,1937-11-25,91
2197,Joseph Smith,1964-03-16,81
2198,Linda Kent,1961-04-01,36
2199,Megan Sweeney,1954-08-30,13
2200,Christina Kennedy,1950-05-03,80
2201,Joshua Fernandez,1946-08-15,40
2202,Andrea Vazquez,1999-07-15,69
2203,Natasha Patel,1950-08-07,100
2204,Linda Howard,1984-07-30,43
2205,Kenneth Johnson,1942-07-24,97
2206,Cindy Johnson,1973-09-02,3
2207,Jennifer Bowen,1952-08-11,91
2208,Mia Wagner,1942-06-22,94
2209,Ann White,1933-06-05,17
2210,Adam Sherman,1954-06-15,44
2211,Sharon Arellano,1973-06-26,76
2212,Michael Jones,1999-12-01,25
2213,Desiree Evans,1957-12-09,55
2214,Jessica George,1943-05-28,30
2215,Christina Wilson,1951-04-07,68
2216,Emily Wright,1991-09-17,81
2217,Aaron Wright,1949-12-09,53
2218,Kathryn Knapp,1948-01-18,50
2219,Austin Curry,1938-10-05,31
2220,Victoria Gaines,1972-11-04,76
2221,David Bonilla,1937-05-12,76
2222,Jeanne Sharp,1979-09-11,49
2223,Brittany Smith,1973-10-28,73
2224,Michael Guerrero,1988-11-27,38
2225,Julie Murray,1962-10-04,9
2226,Kurt Smith,1939-01-30,89
2227,Jennifer Wade,1974-01-09,3
2228,Leslie Boyd,1979-04-02,101
2229,Mark Taylor,1937-03-08,33
2230,Gregory Griffith,1973-06-09,70
2231,David Baker,1992-05-14,70
2232,Adam Sexton,1992-03-08,89
2233,Kirk Wells,2001-09-27,34
2234,David Jones II,1965-11-29,49
2235,Jeffrey Bennett,1959-02-12,29
2236,Colton Patterson,1991-01-24,15
2237,Brian Richardson,1947-02-07,96
2238,Jordan Perkins,1996-03-09,1
2239,Holly James,2000-09-27,85
2240,James Boyd,1999-05-14,77
2241,Robert Mccoy,1983-06-07,49
2242,Becky Jones,1960-01-03,13
2243,Brittany Jimenez,2000-05-30,80
2244,Mark Lopez,1942-05-08,34
2245,Sheryl Wiggins,1953-03-13,79
2246,Melissa Hernandez,2002-06-10,12
2247,Denise Watts,1942-06-16,103
2248,Dana Peters,1968-03-01,11
2249,Patricia Lewis,1991-04-18,57
2250,Dr. Scott Good,1972-05-23,64
2251,Sherry Mcconnell,1952-12-14,55
2252,Roger Edwards,1951-11-08,87
2253,Courtney Castillo,1954-03-08,12
2254,Andrea Taylor,1958-05-12,32
2255,Shawn Mclaughlin,1970-06-03,79
2256,Leroy Wagner,1975-04-28,13
2257,Leonard Everett,1939-08-15,93
2258,Anthony Brown,1956-02-06,37
2259,Lisa Green,1986-05-02,83
2260,Mr. Matthew Aguilar,1980-08-22,7
2261,Joseph Evans,1939-02-13,57
2262,Kendra Hill,1953-05-02,43
2263,Tonya Wright,1993-08-31,85
2264,Dennis Mccann,1963-04-06,50
2265,Katelyn Hardin,1964-01-08,32
2266,Barbara Townsend,1985-09-08,51
2267,Amanda Edwards,1994-09-13,16
2268,Robert Tapia,1993-02-20,57
2269,Robert Diaz,1954-01-15,27
2270,Kaitlyn Mcintyre,1952-11-25,96
2271,Anthony Diaz,1944-06-24,13
2272,Matthew Rollins,1933-07-21,21
2273,Sandra Hopkins,2004-01-28,47
2274,Jacob Tran,1936-03-17,45
2275,Jack Brown,1963-01-17,31
2276,Ashley Jordan,1961-03-05,20
2277,Ryan Wise,1997-06-20,89
2278,Joseph Powers,1986-12-14,20
2279,Mrs. Darlene Jones MD,1970-02-09,37
2280,Susan Chase,1957-08-17,94
2281,Sarah Maynard,1982-02-19,78
2282,Robert Copeland,1942-10-22,75
2283,Christopher Hopkins,1988-06-09,56
2284,Hannah Pierce,1946-11-21,85
2285,Emily Anderson,1987-02-09,77
2286,Patricia Khan MD,1937-08-21,52
2287,Dustin Jones,1935-01-31,79
2288,Karen Wilson,1959-11-09,26
2289,Joseph Johnson,1940-07-26,44
2290,Beverly Johnson,1952-10-26,37
2291,Autumn Castro,1946-03-04,83
2292,Crystal Randall,1974-04-16,25
2293,Allison Collins,1984-04-02,51
2294,Rebecca Brown,1962-04-21,9
2295,Samuel Rodriguez,1968-06-01,59
2296,Jose Reyes,1956-10-02,19
2297,Wendy Ellison,1935-09-28,26
2298,Carrie Mann,1976-08-31,4
2299,Kelly Cobb,1989-08-23,14
2300,Brian Webster,2002-07-14,63
2301,Erin Miles,1970-04-05,15
2302,Kevin Mitchell,1936-05-17,87
2303,Kevin Palmer,1971-01-29,88
2304,James Colon,1997-06-04,8
2305,Miranda Moore,1933-10-12,56
2306,Christina Wilson,1967-07-12,76
2307,Martha Wilson,1962-03-29,10
2308,Makayla Kramer,1976-11-10,4
2309,Allison Ortiz,1961-10-07,51
2310,Gregory Price,1975-05-18,39
2311,James Glover,1952-02-10,9
2312,Stephanie Collins,1949-03-03,6
2313,Michelle Herman,1993-09-24,50
2314,Jordan Turner,1971-12-18,48
2315,Kylie Lewis,1992-02-18,14
2316,Lynn Garcia,1960-09-22,39
2317,Katelyn Vaughn,2004-05-11,33
2318,Deborah Washington,1989-09-20,90
2319,Cynthia Brown,1961-09-19,56
2320,Jack Sanchez,1948-08-30,98
2321,Andrew Roy,1952-08-21,16
